,price
10820,181.0
1276,185.0
5680,111.0
21253,70.0
2939,77.0
1310,187.0
17072,150.0
12388,69.0
21710,111.0
12965,82.0
10959,120.0
18197,198.0
1465,30.0
15758,50.0
8505,100.0
13347,54.0
6897,80.0
18669,80.0
16427,61.0
15686,100.0
11433,90.0
16226,50.0
2736,71.0
4428,150.0
4998,120.0
7350,49.0
9165,70.0
21039,160.0
18303,55.0
17198,61.0
2875,177.0
9764,100.0
11278,39.0
17852,55.0
9705,85.0
6511,190.0
8016,84.0
4009,132.0
2395,100.0
16623,38.0
3690,120.0
7621,80.0
20134,85.0
13218,140.0
17967,90.0
17821,85.0
18387,179.0
9366,138.0
17435,162.0
13203,129.0
2037,150.0
18507,26.0
19865,65.0
4152,69.0
363,140.0
16216,70.0
16474,61.0
13476,120.0
10978,100.0
6473,115.0
9584,100.0
5499,55.0
10848,100.0
3716,129.0
7917,195.0
9640,100.0
12946,119.0
14057,50.0
3849,75.0
8234,50.0
15632,90.0
6681,150.0
12261,39.0
21845,94.0
11906,108.0
18287,44.0
3191,70.0
20205,55.0
18454,181.0
18269,44.0
3139,86.0
2261,70.0
13397,70.0
7885,193.0
6682,70.0
6982,55.0
1654,70.0
18628,90.0
12257,169.0
19136,31.0
4659,129.0
17257,40.0
117,70.0
20902,150.0
16874,80.0
19968,32.0
3122,111.0
4651,125.0
2160,80.0
12595,63.0
18703,140.0
20256,160.0
3944,129.0
18795,94.0
18189,125.0
6936,92.0
4144,150.0
13741,44.0
2171,129.0
121,71.0
931,85.0
14184,40.0
10216,90.0
20916,44.0
20382,35.0
20557,150.0
20611,189.0
10316,185.0
6571,80.0
20633,170.0
1959,111.0
11595,178.0
8683,55.0
20186,75.0
12572,70.0
21360,111.0
9814,98.0
7251,140.0
480,61.0
12449,90.0
10653,51.0
13625,61.0
4017,111.0
955,150.0
4088,82.0
7422,75.0
18965,40.0
7158,120.0
11720,44.0
5991,70.0
11099,119.0
7978,129.0
16435,98.0
51,135.0
11097,80.0
16582,150.0
20373,74.0
2083,175.0
13986,160.0
7415,92.0
13462,155.0
9014,57.0
15513,100.0
13164,80.0
13527,75.0
9186,80.0
11195,100.0
4507,100.0
21656,53.0
1070,129.0
20861,80.0
14078,181.0
20846,129.0
19268,31.0
7529,35.0
13670,40.0
20593,70.0
16332,61.0
13768,65.0
17226,197.0
19108,124.0
12015,90.0
15377,190.0
4214,140.0
13692,140.0
7133,40.0
5784,96.0
21275,120.0
1797,181.0
21711,170.0
15338,150.0
15803,44.0
10000,152.0
5908,57.0
11992,49.0
14606,70.0
5164,129.0
5662,90.0
3014,90.0
20030,70.0
19911,59.0
18213,31.0
12122,159.0
9601,70.0
7605,100.0
18266,129.0
21182,160.0
9886,50.0
19249,150.0
49,129.0
10401,129.0
18616,100.0
15700,111.0
21535,100.0
2073,80.0
15405,100.0
10907,119.0
12360,115.0
19748,146.0
1282,50.0
16533,38.0
19627,71.0
14578,80.0
13513,129.0
8941,191.0
11410,115.0
8990,70.0
1215,175.0
16610,49.0
11485,140.0
21750,169.0
16654,78.0
10821,140.0
6703,55.0
11386,80.0
14798,120.0
402,75.0
15021,80.0
7083,70.0
21472,59.0
2727,100.0
16375,65.0
11736,111.0
18084,54.0
15346,160.0
12765,100.0
3025,85.0
5121,129.0
18177,139.0
6738,58.0
8890,150.0
18214,42.0
8465,70.0
16380,111.0
13526,170.0
21507,70.0
10536,80.0
16357,70.0
11014,70.0
12491,115.0
13568,98.0
7132,35.0
4583,70.0
12504,90.0
8494,179.0
143,78.0
9422,80.0
19601,80.0
607,164.0
8349,155.0
394,135.0
7627,98.0
8422,124.0
14987,160.0
12212,100.0
15124,92.0
5328,98.0
14263,181.0
4464,111.0
1003,80.0
5190,90.0
10335,70.0
4112,50.0
16438,50.0
8964,129.0
15166,70.0
21307,90.0
5434,61.0
2352,179.0
18146,159.0
5408,53.0
1913,104.0
14408,146.0
21555,61.0
6101,181.0
4094,119.0
2488,181.0
18463,169.0
11800,94.0
20827,170.0
8185,140.0
9482,150.0
3475,61.0
15736,98.0
16759,115.0
2148,100.0
2067,140.0
5671,111.0
14291,80.0
20049,70.0
21409,129.0
10996,65.0
21662,150.0
4571,94.0
20584,61.0
15598,70.0
21849,49.0
20301,75.0
8824,61.0
6890,189.0
19862,100.0
14821,35.0
17441,129.0
11176,115.0
21056,94.0
4196,65.0
11812,120.0
13283,100.0
4967,160.0
8198,75.0
10995,150.0
21752,100.0
36,120.0
7010,135.0
18458,179.0
3088,146.0
4895,100.0
17459,78.0
15467,120.0
2191,150.0
11537,70.0
9027,98.0
20402,190.0
849,142.0
9881,80.0
7572,75.0
9474,190.0
3812,75.0
5811,85.0
1472,160.0
20440,61.0
15319,86.0
13652,140.0
15410,42.0
2521,73.0
14671,74.0
11830,189.0
3274,125.0
16092,111.0
3436,85.0
7873,70.0
3276,57.0
16227,57.0
1886,160.0
15846,55.0
19525,98.0
19682,38.0
11979,55.0
15360,195.0
2655,171.0
9095,35.0
14467,128.0
14273,125.0
4097,150.0
12629,146.0
21223,55.0
17375,164.0
16203,100.0
15539,63.0
18725,150.0
6307,94.0
2348,181.0
8982,115.0
11414,190.0
4351,40.0
468,129.0
14755,89.0
333,150.0
18406,98.0
1683,160.0
16747,85.0
19233,44.0
17875,82.0
1895,75.0
406,160.0
7292,50.0
17168,107.0
20689,131.0
17796,100.0
1010,150.0
12089,150.0
753,146.0
6659,125.0
17041,20.0
1057,129.0
13975,32.0
13153,65.0
14607,28.0
354,120.0
15668,125.0
20124,80.0
2561,36.0
3175,94.0
8822,84.0
1197,120.0
11844,80.0
21229,178.0
1433,159.0
4098,75.0
1835,181.0
14817,85.0
13755,61.0
20602,115.0
14072,55.0
13036,71.0
19484,169.0
13401,44.0
20526,181.0
21668,61.0
5670,89.0
21641,50.0
4931,94.0
306,100.0
7495,129.0
3102,80.0
3472,94.0
11274,140.0
14268,65.0
11279,80.0
75,129.0
5787,100.0
15715,140.0
419,129.0
15358,78.0
16327,120.0
1633,125.0
606,85.0
10865,93.0
9534,181.0
16441,61.0
7000,70.0
3863,98.0
12705,125.0
13820,140.0
16717,111.0
43,120.0
11494,61.0
5041,100.0
5162,120.0
6035,111.0
19980,50.0
12394,127.0
267,135.0
8140,140.0
19414,90.0
10549,170.0
3757,75.0
10548,50.0
4776,63.0
12617,94.0
19287,160.0
6033,65.0
6265,80.0
10210,120.0
13686,190.0
8577,40.0
20618,150.0
7653,152.0
2094,94.0
7348,100.0
268,150.0
1569,162.0
3215,150.0
5569,78.0
11198,55.0
15153,100.0
18062,170.0
16218,85.0
10469,170.0
18787,85.0
10411,140.0
4751,129.0
8085,185.0
7519,167.0
12032,121.0
11889,160.0
199,100.0
6245,30.0
7596,44.0
20874,75.0
7368,70.0
5036,111.0
6806,36.0
12492,65.0
2827,75.0
15494,129.0
18915,55.0
21655,150.0
19273,26.0
14844,50.0
14770,61.0
20425,30.0
236,70.0
14040,39.0
13778,44.0
12578,67.0
18050,170.0
9164,98.0
5133,100.0
19157,36.0
7443,135.0
4000,135.0
15461,100.0
21031,170.0
11449,85.0
19665,90.0
21241,150.0
11233,111.0
11946,90.0
21021,50.0
18354,169.0
7749,120.0
5505,94.0
984,65.0
3915,129.0
2547,50.0
5810,65.0
16316,57.0
10955,98.0
20723,80.0
6900,85.0
3396,115.0
19986,80.0
3788,85.0
11409,100.0
6022,40.0
2093,120.0
2429,150.0
12472,181.0
3970,49.0
985,50.0
14763,175.0
9271,35.0
10617,125.0
18025,143.0
11652,93.0
14513,169.0
1404,65.0
17189,129.0
9786,80.0
730,120.0
18972,44.0
11603,100.0
17959,102.0
1499,185.0
16317,150.0
2743,150.0
18896,55.0
15329,80.0
5795,98.0
17401,160.0
948,70.0
19421,55.0
11488,111.0
7027,125.0
20632,133.0
3577,181.0
6462,170.0
9666,125.0
7871,98.0
18041,90.0
14050,111.0
5871,70.0
16908,61.0
21917,65.0
18466,140.0
21866,80.0
492,98.0
16710,88.0
8535,35.0
12076,140.0
8072,105.0
8368,47.0
16624,70.0
12688,46.0
10519,150.0
18863,98.0
18365,30.0
6556,187.0
2962,50.0
14020,39.0
17770,100.0
18728,66.0
6382,59.0
16695,44.0
1048,150.0
3571,70.0
2254,120.0
12574,80.0
21549,50.0
19939,58.0
20979,38.0
20270,42.0
10363,120.0
1788,195.0
9812,22.0
8196,80.0
18544,160.0
7034,111.0
4189,160.0
20548,55.0
17067,88.0
14476,159.0
8732,81.0
20034,70.0
12393,187.0
5026,100.0
10855,175.0
18529,40.0
2970,54.0
17385,57.0
15130,80.0
5821,50.0
8403,108.0
18423,138.0
21893,61.0
15859,100.0
19568,120.0
12209,40.0
1409,139.0
9873,100.0
11222,57.0
13725,67.0
19930,90.0
20047,70.0
6146,129.0
3230,120.0
4843,70.0
20600,146.0
18362,61.0
11602,46.0
21201,47.0
14742,139.0
13572,120.0
5906,195.0
20260,40.0
13685,55.0
8858,129.0
8724,20.0
17240,100.0
8163,65.0
21694,65.0
21592,98.0
8108,70.0
1375,90.0
15694,111.0
2090,57.0
4878,160.0
9616,30.0
1728,125.0
11194,162.0
15926,189.0
20783,80.0
8671,139.0
20050,181.0
3762,49.0
2529,129.0
21112,150.0
7107,70.0
8019,90.0
15889,35.0
7876,80.0
10896,59.0
12079,105.0
4199,190.0
18568,100.0
1252,129.0
8028,98.0
2426,111.0
8291,59.0
570,120.0
832,98.0
21766,55.0
21523,85.0
19399,70.0
18363,150.0
2097,160.0
14873,80.0
15710,70.0
13933,181.0
13715,120.0
16436,69.0
3720,65.0
8278,92.0
19131,50.0
7949,94.0
2579,150.0
16060,160.0
7585,109.0
14324,150.0
18073,150.0
4726,120.0
18873,75.0
12616,111.0
12932,70.0
9212,190.0
4119,125.0
10114,100.0
15295,80.0
804,175.0
6295,40.0
20396,42.0
9606,62.0
20137,24.0
4763,140.0
21823,61.0
4709,175.0
11219,121.0
11267,125.0
21830,150.0
21340,90.0
18031,35.0
6563,67.0
5243,190.0
7805,98.0
16288,50.0
18905,22.0
14203,175.0
16655,69.0
20845,50.0
20231,129.0
20995,61.0
21498,84.0
525,80.0
17076,90.0
997,80.0
6847,36.0
21471,120.0
4795,119.0
16383,93.0
19663,150.0
2369,92.0
21868,50.0
20434,129.0
21796,70.0
18017,80.0
16089,135.0
9877,125.0
13149,44.0
11357,40.0
19523,40.0
20657,120.0
13508,80.0
1289,150.0
9959,65.0
16384,75.0
3162,65.0
12744,120.0
13721,89.0
16126,57.0
19470,38.0
18932,42.0
11291,50.0
20808,129.0
1349,128.0
9825,111.0
4443,98.0
15281,189.0
6130,150.0
2821,100.0
19516,150.0
16148,88.0
20892,50.0
6649,100.0
18049,43.0
528,170.0
9982,89.0
14038,70.0
17075,160.0
11852,120.0
12168,100.0
12934,129.0
15244,43.0
21782,148.0
14674,42.0
10682,135.0
4245,127.0
15851,117.0
17545,70.0
17149,61.0
3357,61.0
2314,135.0
3926,111.0
9046,59.0
4371,150.0
18636,98.0
17705,50.0
16829,44.0
17203,120.0
17529,49.0
18021,150.0
4544,177.0
8624,55.0
16883,70.0
18121,98.0
17134,129.0
21493,61.0
6073,84.0
11468,46.0
1319,98.0
5916,125.0
2884,71.0
9975,125.0
11397,67.0
5379,100.0
10871,129.0
14533,65.0
10007,75.0
8810,121.0
11709,150.0
12871,40.0
12216,55.0
14195,129.0
6121,44.0
5768,32.0
14572,75.0
58,150.0
20241,179.0
2800,98.0
17646,30.0
947,160.0
17201,185.0
1383,85.0
12561,128.0
2029,120.0
21358,55.0
4184,181.0
17919,55.0
12319,164.0
3511,53.0
3458,150.0
12647,150.0
20678,40.0
3666,120.0
21528,80.0
1838,50.0
3075,65.0
4911,107.0
5823,100.0
19048,44.0
11907,85.0
7624,100.0
21408,61.0
2077,164.0
4745,80.0
9514,146.0
17836,71.0
361,85.0
20120,71.0
20379,55.0
21873,43.0
20523,94.0
9770,61.0
15684,39.0
9972,169.0
1112,190.0
5868,112.0
6856,155.0
4570,100.0
11581,150.0
19134,40.0
13980,170.0
3465,135.0
5520,94.0
5984,195.0
18914,90.0
21034,173.0
13524,129.0
9029,119.0
41,65.0
14094,150.0
14815,80.0
13427,190.0
11966,171.0
10628,160.0
10863,70.0
7800,119.0
16459,125.0
14454,54.0
19355,75.0
3688,100.0
20364,40.0
17077,100.0
14509,119.0
21191,195.0
2311,70.0
21320,88.0
6861,50.0
18344,181.0
20129,120.0
2364,150.0
79,85.0
12890,150.0
16550,80.0
9108,129.0
18661,54.0
19834,139.0
598,150.0
9281,102.0
10705,51.0
17384,127.0
5850,160.0
20355,175.0
15456,125.0
16718,100.0
15978,80.0
12409,144.0
5923,70.0
703,181.0
20750,75.0
16512,120.0
7463,109.0
5167,57.0
21854,125.0
9481,181.0
16196,61.0
5050,155.0
20746,90.0
13176,100.0
5532,181.0
15023,61.0
1661,100.0
19025,62.0
17675,121.0
13875,40.0
16529,100.0
9068,100.0
12112,177.0
4693,49.0
9964,70.0
775,59.0
15984,100.0
7941,123.0
4966,85.0
3686,150.0
11898,50.0
21064,90.0
13373,120.0
4805,140.0
8393,89.0
14104,49.0
17522,28.0
12241,40.0
7134,181.0
7846,139.0
21109,179.0
7082,55.0
21310,195.0
6433,195.0
12534,70.0
813,92.0
13350,181.0
60,61.0
4802,98.0
12016,160.0
21362,61.0
3945,129.0
1203,140.0
20093,100.0
16765,90.0
3385,80.0
2600,120.0
19486,100.0
14652,70.0
2730,55.0
5839,47.0
8267,80.0
17282,150.0
12659,185.0
20102,98.0
18521,62.0
12464,129.0
10500,30.0
1707,190.0
21671,125.0
10495,100.0
21673,53.0
4921,55.0
15469,39.0
4432,61.0
18882,93.0
13331,100.0
17486,144.0
17159,61.0
15529,100.0
4181,34.0
2657,173.0
8908,150.0
20855,84.0
516,175.0
3789,62.0
21930,179.0
20815,61.0
11172,189.0
15275,100.0
6774,61.0
21706,13.0
3131,55.0
666,190.0
2803,150.0
4994,164.0
2380,194.0
12474,175.0
2087,90.0
7231,50.0
18767,59.0
20824,70.0
11634,32.0
5072,128.0
16598,61.0
16042,111.0
1486,90.0
10912,195.0
15506,185.0
15453,85.0
14471,175.0
3779,61.0
17321,50.0
10054,100.0
10177,40.0
15962,94.0
4864,98.0
9214,181.0
15968,111.0
8423,85.0
18333,30.0
14105,55.0
15664,80.0
17111,58.0
12655,75.0
14461,80.0
9615,90.0
12520,49.0
21154,58.0
8632,80.0
10805,55.0
13245,100.0
7105,65.0
17988,50.0
852,115.0
12223,61.0
12117,189.0
15015,40.0
8763,90.0
2679,93.0
3751,170.0
4234,111.0
2252,129.0
4393,49.0
6049,150.0
21721,70.0
4578,85.0
9530,59.0
17946,70.0
3735,90.0
17834,104.0
19390,80.0
2204,160.0
15795,50.0
7826,185.0
6782,135.0
15838,150.0
1894,61.0
2268,142.0
15996,120.0
13034,70.0
1914,179.0
13486,58.0
18534,67.0
17642,155.0
14339,65.0
1195,183.0
16415,75.0
16854,70.0
2896,85.0
2025,85.0
14579,129.0
1156,120.0
1639,70.0
20366,129.0
7152,75.0
17776,120.0
14334,129.0
6815,160.0
4765,66.0
14049,94.0
7110,85.0
12178,150.0
19210,22.0
7041,94.0
16743,30.0
791,120.0
1381,125.0
14083,194.0
16565,51.0
7396,47.0
2552,125.0
8226,44.0
16326,175.0
13632,44.0
1924,104.0
6167,129.0
14585,50.0
13076,105.0
19037,146.0
15768,105.0
3645,98.0
2099,94.0
20038,50.0
5856,129.0
4652,164.0
12313,31.0
460,90.0
13238,40.0
17933,59.0
17445,90.0
21904,44.0
5028,150.0
12358,146.0
2947,100.0
19313,150.0
16255,75.0
10746,111.0
17745,100.0
19182,55.0
7018,70.0
2300,195.0
12517,75.0
15077,191.0
3226,170.0
6562,115.0
7253,90.0
14006,65.0
13047,181.0
21261,120.0
9621,71.0
7728,123.0
15735,50.0
3505,138.0
11568,90.0
3546,150.0
6034,129.0
8318,80.0
3218,61.0
2267,80.0
6188,119.0
13065,36.0
14976,70.0
982,13.0
9696,61.0
3443,140.0
20943,193.0
5012,70.0
11527,70.0
653,160.0
16371,120.0
14493,61.0
2923,170.0
10849,115.0
5731,170.0
9746,100.0
18931,94.0
7135,131.0
1854,150.0
6492,85.0
8627,75.0
16996,50.0
8161,98.0
11197,85.0
19510,119.0
15422,49.0
5430,109.0
7031,44.0
7892,115.0
18478,13.0
3082,30.0
3954,185.0
9308,125.0
16464,75.0
20132,65.0
18028,146.0
20130,94.0
20370,120.0
4048,104.0
232,67.0
9088,85.0
18512,100.0
10233,61.0
7718,150.0
427,119.0
21124,44.0
8516,160.0
10700,69.0
9200,159.0
15604,111.0
8109,90.0
5847,57.0
11144,154.0
6990,94.0
17591,89.0
14888,89.0
221,190.0
29,160.0
8135,5.0
12341,100.0
4666,129.0
17185,120.0
16016,115.0
15131,71.0
3964,146.0
15134,49.0
10456,71.0
9567,162.0
20919,125.0
4549,150.0
20498,35.0
6676,120.0
14751,159.0
19648,185.0
4145,181.0
18211,190.0
10610,150.0
6518,71.0
8978,190.0
11802,100.0
12108,36.0
17060,120.0
943,94.0
19838,35.0
3010,129.0
19988,61.0
709,179.0
18921,120.0
15808,121.0
6428,140.0
16887,54.0
12875,170.0
1113,80.0
13088,61.0
14116,18.0
10277,182.0
534,98.0
13349,98.0
5971,120.0
12293,80.0
6403,70.0
10343,129.0
13867,169.0
14285,146.0
9124,50.0
13689,90.0
19506,150.0
998,155.0
21576,111.0
10218,128.0
3586,90.0
20890,35.0
19813,100.0
15179,100.0
8443,100.0
11504,140.0
9769,181.0
8457,61.0
21612,67.0
9427,80.0
20991,50.0
8585,20.0
13886,80.0
4963,111.0
18043,70.0
11273,58.0
14045,80.0
3638,35.0
2249,80.0
7391,183.0
11439,85.0
6730,150.0
4490,146.0
1755,129.0
21718,120.0
13122,40.0
67,81.0
15485,28.0
3512,65.0
6025,78.0
16851,146.0
18151,85.0
16615,30.0
2308,170.0
20209,69.0
20438,55.0
13174,44.0
18373,140.0
14952,65.0
19079,65.0
16067,98.0
12507,167.0
7449,70.0
12600,107.0
21250,90.0
18469,190.0
1116,129.0
17415,80.0
9293,195.0
6614,125.0
14709,50.0
566,49.0
5951,185.0
1194,115.0
16872,163.0
9159,80.0
11429,75.0
7138,105.0
18962,94.0
9114,61.0
9034,74.0
17903,90.0
1228,138.0
11019,94.0
15249,80.0
5706,50.0
4516,150.0
16649,26.0
20609,30.0
18649,109.0
4266,111.0
18691,65.0
15357,129.0
12169,120.0
924,164.0
14686,160.0
18360,179.0
8688,160.0
16047,50.0
18701,140.0
10077,111.0
8760,135.0
7480,44.0
5128,61.0
21443,61.0
12858,181.0
8128,150.0
906,146.0
19450,80.0
18810,139.0
481,94.0
6338,120.0
5400,61.0
11343,120.0
4930,55.0
21556,75.0
14925,120.0
16422,100.0
12544,40.0
13353,175.0
15894,40.0
19561,120.0
6811,53.0
10895,120.0
7962,191.0
21001,50.0
15044,125.0
9230,100.0
10906,181.0
13056,58.0
16159,71.0
13303,100.0
14804,55.0
2945,185.0
14445,80.0
2702,111.0
7947,169.0
21342,120.0
9874,65.0
442,94.0
1522,181.0
7759,61.0
8867,43.0
1038,164.0
1084,70.0
1540,175.0
1034,61.0
11426,155.0
4947,90.0
3754,150.0
8413,94.0
7844,119.0
14065,169.0
5566,140.0
14617,61.0
11235,111.0
12766,181.0
2161,89.0
5090,140.0
16920,39.0
12912,70.0
9300,150.0
9681,140.0
8786,120.0
6312,15.0
17734,85.0
8445,150.0
457,65.0
12650,150.0
18366,107.0
17377,67.0
15661,100.0
7556,44.0
1534,94.0
3281,75.0
9382,150.0
19842,55.0
20459,120.0
9783,129.0
20501,100.0
3173,120.0
3907,181.0
3165,121.0
13284,44.0
1994,84.0
687,58.0
3859,26.0
10650,100.0
13740,90.0
9161,120.0
21183,50.0
10716,129.0
12189,55.0
18444,30.0
13003,47.0
6095,181.0
13821,100.0
5585,98.0
12596,129.0
16272,102.0
5306,61.0
21328,166.0
11062,85.0
5489,80.0
8048,50.0
9508,80.0
10868,70.0
12254,49.0
1741,111.0
2247,59.0
7102,187.0
6657,50.0
1107,77.0
21383,80.0
5208,139.0
4272,129.0
6271,150.0
9668,80.0
2725,74.0
2911,39.0
8321,166.0
17607,125.0
4629,61.0
3300,115.0
824,71.0
11985,59.0
20350,57.0
11579,75.0
18966,94.0
14406,105.0
21246,85.0
8504,150.0
8282,127.0
6178,175.0
19715,119.0
6107,61.0
1462,120.0
1685,80.0
3202,140.0
6687,175.0
17465,195.0
15381,140.0
10241,44.0
16405,181.0
9445,179.0
19086,61.0
17187,150.0
6200,70.0
11272,53.0
13089,111.0
21436,150.0
13309,150.0
7847,183.0
1699,150.0
14179,150.0
16238,49.0
17766,170.0
8905,100.0
15376,70.0
8888,61.0
12338,94.0
4602,158.0
18122,70.0
19929,90.0
5716,129.0
8915,112.0
20032,69.0
9400,44.0
11002,80.0
16909,50.0
1327,150.0
14749,129.0
13662,160.0
12495,115.0
1151,80.0
17010,164.0
14351,139.0
1256,65.0
3429,115.0
2819,75.0
18611,50.0
13186,61.0
1476,71.0
5688,100.0
5763,120.0
16707,50.0
2468,140.0
9020,40.0
5299,100.0
12829,55.0
6116,85.0
12470,65.0
17231,53.0
21040,50.0
7496,120.0
14626,53.0
17450,50.0
3118,55.0
8401,187.0
14942,80.0
12841,170.0
16262,65.0
14698,150.0
7607,61.0
3288,44.0
7271,120.0
3605,105.0
10861,129.0
16495,43.0
16576,38.0
5980,89.0
9906,90.0
10302,181.0
6759,50.0
10729,185.0
3880,65.0
9235,179.0
17183,20.0
5465,50.0
7384,50.0
3000,100.0
7835,120.0
12845,61.0
4363,75.0
6490,140.0
16168,140.0
20996,70.0
4711,164.0
13862,50.0
12678,88.0
9791,46.0
12752,185.0
21906,111.0
5273,146.0
5284,181.0
10212,150.0
10021,40.0
19101,150.0
14131,129.0
13195,119.0
9090,190.0
10359,170.0
21822,150.0
2597,75.0
19538,40.0
19591,44.0
8534,120.0
21029,88.0
3621,120.0
14103,150.0
12622,39.0
4117,115.0
2285,71.0
4253,63.0
16246,40.0
6622,146.0
1388,75.0
8497,94.0
16140,135.0
713,120.0
8247,179.0
2388,55.0
12286,125.0
10822,50.0
6023,80.0
4546,61.0
16692,30.0
20509,59.0
1265,67.0
6423,150.0
14748,111.0
487,90.0
3882,125.0
1389,120.0
18785,150.0
14108,100.0
17301,115.0
6981,146.0
10267,120.0
16732,175.0
1121,80.0
4870,100.0
14264,160.0
17485,181.0
10843,100.0
11384,70.0
1211,111.0
4111,135.0
4848,160.0
14198,69.0
12347,127.0
7735,146.0
19158,100.0
4293,100.0
21526,100.0
6718,50.0
9629,100.0
16129,100.0
10349,43.0
15330,138.0
19690,125.0
14535,195.0
19250,129.0
3684,135.0
4147,44.0
18723,61.0
12043,181.0
14861,129.0
2107,98.0
11990,26.0
14135,50.0
13241,147.0
4093,62.0
3366,67.0
10988,35.0
5038,51.0
2837,120.0
21304,75.0
12742,98.0
18468,120.0
6043,80.0
12396,160.0
14462,150.0
15445,150.0
14704,120.0
12422,120.0
3097,59.0
8407,102.0
4909,164.0
4774,175.0
8481,175.0
10658,80.0
8292,61.0
2922,50.0
19683,50.0
14004,50.0
7983,146.0
5925,61.0
9152,80.0
11242,40.0
5960,80.0
17501,50.0
2304,160.0
10743,150.0
10365,75.0
14891,100.0
902,150.0
5385,86.0
9983,63.0
3268,189.0
9685,65.0
17630,120.0
2874,177.0
13977,75.0
14521,100.0
7520,140.0
3103,89.0
9710,100.0
13519,55.0
20300,50.0
4450,160.0
13807,86.0
4060,129.0
9931,133.0
4129,181.0
6530,100.0
18992,160.0
20850,166.0
16229,152.0
12012,50.0
649,160.0
1400,94.0
12877,146.0
4489,40.0
1801,58.0
8543,75.0
16414,80.0
21833,40.0
9237,98.0
20693,75.0
2780,160.0
11753,50.0
7927,89.0
21810,90.0
20166,40.0
1862,159.0
1269,146.0
15791,190.0
3579,181.0
6934,53.0
12555,70.0
15202,195.0
2607,164.0
11381,81.0
10,150.0
2770,164.0
7361,61.0
6655,70.0
1566,85.0
11511,50.0
6630,195.0
13876,181.0
6050,32.0
16518,115.0
1028,181.0
17694,120.0
5469,150.0
14149,55.0
19419,35.0
17439,132.0
19791,140.0
8252,100.0
18855,49.0
18143,109.0
18093,55.0
3562,115.0
746,90.0
1302,150.0
18096,89.0
10095,100.0
3081,90.0
5129,160.0
13452,40.0
14262,61.0
16017,129.0
7688,90.0
17995,65.0
8424,150.0
18105,140.0
21372,120.0
15777,90.0
6256,65.0
16758,65.0
21338,120.0
15774,100.0
14005,70.0
5543,80.0
19482,120.0
14060,150.0
845,84.0
20608,80.0
17868,57.0
20363,94.0
8114,129.0
8925,80.0
21620,57.0
17986,111.0
7839,35.0
7249,97.0
8353,129.0
8364,69.0
19758,198.0
16430,120.0
769,80.0
19846,44.0
9410,150.0
8799,90.0
9677,139.0
7664,150.0
16069,85.0
11615,135.0
11638,35.0
20695,50.0
14529,119.0
4444,28.0
12198,100.0
12535,53.0
10115,98.0
7313,100.0
16118,150.0
14325,80.0
6275,67.0
5533,119.0
21789,140.0
10415,61.0
17221,100.0
2695,140.0
10977,150.0
21751,169.0
16857,50.0
9759,92.0
3912,50.0
17146,85.0
7359,119.0
11334,120.0
5540,85.0
6540,75.0
6162,44.0
7166,55.0
3537,53.0
1604,125.0
18376,119.0
9460,75.0
15323,90.0
704,181.0
8475,129.0
17092,181.0
11446,89.0
7194,50.0
15552,100.0
4842,142.0
13806,120.0
12549,175.0
11107,189.0
11671,85.0
9857,71.0
14710,61.0
20599,44.0
19011,22.0
5507,78.0
18901,150.0
6056,107.0
2740,140.0
17605,50.0
4118,61.0
5487,61.0
20046,61.0
64,129.0
8288,150.0
5622,150.0
16535,150.0
6627,81.0
2887,38.0
3685,100.0
19216,61.0
13027,49.0
19809,101.0
12272,150.0
11089,61.0
208,150.0
7373,61.0
10433,150.0
20796,111.0
21444,75.0
17846,61.0
1208,181.0
744,146.0
10764,44.0
16304,150.0
20915,111.0
4148,55.0
14684,61.0
10670,181.0
10366,75.0
3644,35.0
20288,140.0
18350,129.0
11365,120.0
16974,55.0
15263,150.0
19346,39.0
4526,120.0
8001,90.0
5082,146.0
2169,125.0
1737,185.0
18257,63.0
203,80.0
9221,54.0
10098,142.0
8513,65.0
6993,135.0
4696,150.0
17387,109.0
11389,85.0
18424,44.0
10755,44.0
2889,115.0
7161,127.0
20607,50.0
12303,94.0
10312,80.0
12730,65.0
15724,150.0
9475,160.0
11767,125.0
11524,140.0
7782,65.0
17724,65.0
14165,120.0
6810,152.0
52,150.0
767,140.0
1960,100.0
4058,112.0
14882,49.0
17815,70.0
20762,111.0
6799,98.0
2356,125.0
14622,181.0
19125,40.0
10853,181.0
18332,164.0
728,181.0
14240,46.0
3677,125.0
1009,181.0
6387,119.0
21227,61.0
21425,140.0
19688,80.0
17143,181.0
20619,85.0
15754,61.0
20603,51.0
18126,143.0
3940,164.0
15933,135.0
11550,119.0
4153,115.0
619,100.0
7936,107.0
10568,179.0
18199,102.0
17483,181.0
2470,185.0
20858,70.0
5436,61.0
395,181.0
11205,119.0
8141,160.0
12070,70.0
16297,80.0
17047,35.0
20335,100.0
20454,80.0
17639,59.0
12536,44.0
7059,40.0
21282,85.0
20107,70.0
5418,50.0
17416,100.0
11932,150.0
13109,80.0
12686,84.0
7599,120.0
16231,100.0
9516,140.0
12980,135.0
10087,195.0
11598,140.0
2459,54.0
21406,125.0
2961,54.0
9525,55.0
1067,50.0
2550,150.0
9379,140.0
1539,115.0
583,144.0
5196,105.0
9550,146.0
13402,81.0
14315,61.0
9274,138.0
9639,100.0
14781,100.0
12110,26.0
16809,53.0
20387,50.0
10288,146.0
2592,111.0
2929,160.0
3395,120.0
14425,44.0
